Date and Time,Time (s),Temperature (°C),Relative Humidity (%),Absolute Humidity (g/m³),Barometric Pressure (mmHg),Wind Speed, 271-304 (mph),Dew Point (°C),Wind Chill (°C),Humidex (°C),Satellite Count,Latitude, 271-304 (°),Longitude, 271-304 (°),Altitude, 271-304 (m),Speed, 271-304 (m/s),UV Index,Illuminance, 271-304 (lx),Solar Irradiance, 271-304 (W/m²),Solar PAR (μmol/m²/s),Wind Direction (°),Magnetic Heading (°),True Heading (°)
09/25/2024 09:49:55 am,0.000,32.1,74.1,25.2,755.2,1.0,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.2,8,10.34126300000000,123.94158499999998,53.66666666666663,0.05,0.07,2022.71,21.04,37.42,203,25,23
09/25/2024 09:49:56 am,1.000,32.1,74.1,25.2,755.2,0.2,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.3,8,10.34126300000000,123.94158299999999,53.66666666666663,0.05,0.07,2026.76,21.08,37.50,200,22,20
09/25/2024 09:49:57 am,2.000,32.1,74.1,25.2,755.1,1.2,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.2,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,2022.71,21.04,37.42,203,25,23
09/25/2024 09:49:58 am,3.000,32.1,74.1,25.2,755.1,1.1,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.2,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,2016.65,20.97,37.31,204,26,24
09/25/2024 09:49:59 am,4.000,32.1,74.2,25.2,755.2,0.9,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.3,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.06,2014.62,20.95,37.27,204,26,24
09/25/2024 09:50:00 am,5.000,32.1,74.2,25.2,755.2,0.9,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.2,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.06,2028.78,21.10,37.53,199,21,19
09/25/2024 09:50:01 am,6.000,32.1,74.2,25.2,755.2,0.9,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.2,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,2024.74,21.06,37.46,200,22,20
09/25/2024 09:50:02 am,7.000,32.1,74.2,25.2,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.3,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.08,1974.17,20.53,36.52,200,22,20
09/25/2024 09:50:03 am,8.000,32.1,74.3,25.3,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.3,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,1964.06,20.43,36.34,204,26,24
09/25/2024 09:50:04 am,9.000,32.1,74.3,25.3,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.1,46.3,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,1960.01,20.38,36.26,202,24,22
09/25/2024 09:50:05 am,10.000,32.2,74.3,25.3,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.2,46.4,8,10.34126300000000,123.94158299999999,53.66666666666663,0.00,0.07,1955.96,20.34,36.19,204,26,24
09/25/2024 09:50:06 am,11.000,32.2,74.3,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.2,46.5,8,10.34126300000000,123.94158499999998,53.66666666666663,0.05,0.06,1953.94,20.32,36.15,202,25,22
09/25/2024 09:50:07 am,12.000,32.2,74.3,25.4,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.2,46.5,8,10.34126300000000,123.94158499999998,53.66666666666663,0.05,0.07,1960.01,20.38,36.26,203,25,23
09/25/2024 09:50:08 am,13.000,32.3,74.3,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126300000000,123.94158499999998,53.66666666666663,0.05,0.07,1960.01,20.38,36.26,203,25,23
09/25/2024 09:50:09 am,14.000,32.3,74.3,25.5,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,7,10.34126500000000,123.94158499999998,53.66666666666663,0.05,0.07,1953.94,20.32,36.15,202,24,22
09/25/2024 09:50:10 am,15.000,32.3,74.2,25.4,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158499999998,53.66666666666663,0.00,0.07,1972.15,20.51,36.48,204,26,24
09/25/2024 09:50:11 am,16.000,32.3,74.2,25.4,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158499999998,53.66666666666663,0.05,0.07,1992.37,20.72,36.86,199,21,19
09/25/2024 09:50:12 am,17.000,32.3,74.2,25.4,755.1,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158499999998,53.66666666666663,0.00,0.07,2002.49,20.83,37.05,200,22,20
09/25/2024 09:50:13 am,18.000,32.3,74.1,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158299999999,54.00000000000001,0.10,0.07,2024.74,21.06,37.46,202,24,22
09/25/2024 09:50:14 am,19.000,32.3,74.1,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158299999999,54.00000000000001,0.10,0.07,2010.58,20.91,37.20,204,26,24
09/25/2024 09:50:15 am,20.000,32.3,74.1,25.5,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.7,8,10.34126500000000,123.94158100000001,54.00000000000001,0.05,0.07,2026.76,21.08,37.50,204,26,24
09/25/2024 09:50:16 am,21.000,32.3,74.1,25.5,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.7,8,10.34126500000000,123.94158299999999,54.00000000000001,0.00,0.07,2028.78,21.10,37.53,203,25,23
09/25/2024 09:50:17 am,22.000,32.3,74.0,25.5,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.7,7,10.34126300000000,123.94158299999999,54.00000000000001,0.10,0.06,2036.87,21.18,37.68,204,26,24
09/25/2024 09:50:18 am,23.000,32.3,74.0,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.7,7,10.34126300000000,123.94158499999998,54.00000000000001,0.10,0.06,2040.92,21.23,37.76,202,24,22
09/25/2024 09:50:19 am,24.000,32.3,73.9,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158499999998,54.00000000000001,0.10,0.07,2053.05,21.35,37.98,203,25,23
09/25/2024 09:50:20 am,25.000,32.3,73.9,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158600000000,54.00000000000001,0.05,0.07,2069.24,21.52,38.28,202,24,22
09/25/2024 09:50:21 am,26.000,32.3,73.9,25.4,755.2,0.0,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158600000000,54.00000000000001,0.05,0.07,2079.35,21.63,38.47,203,25,23
09/25/2024 09:50:22 am,27.000,32.4,73.9,25.5,755.2,0.1,,,,,,,,,,,,,,,
,,,,,,,,32.4,46.7,8,10.34126500000000,123.94158600000000,54.00000000000001,0.05,0.08,2083.40,21.67,38.54,202,24,22
09/25/2024 09:50:23 am,28.000,32.3,73.9,25.4,755.2,1.5,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,8,10.34126500000000,123.94158799999999,54.00000000000001,0.05,0.07,2089.46,21.73,38.66,200,22,20
09/25/2024 09:50:24 am,29.000,32.3,73.9,25.4,755.2,2.2,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,7,10.34126600000000,123.94158799999999,54.00000000000001,0.05,0.07,2081.37,21.65,38.51,199,21,19
09/25/2024 09:50:25 am,30.000,32.3,73.9,25.4,755.1,2.1,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,7,10.34126600000000,123.94158799999999,54.00000000000001,0.05,0.07,2083.40,21.67,38.54,202,24,22
09/25/2024 09:50:26 am,31.000,32.3,73.9,25.4,755.2,1.7,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,7,10.34126600000000,123.94158799999999,54.00000000000001,0.05,0.07,2083.40,21.67,38.54,199,21,19
09/25/2024 09:50:27 am,32.000,32.3,73.8,25.4,755.2,1.2,,,,,,,,,,,,,,,
,,,,,,,,32.3,46.6,7,10.34126800000000,123.94159000000000,54.00000000000001,0.05,0.07,2083.40,21.67,38.54,202,24,22
09/25/2024 09:50:28 am,33.000,32.4,73.8,25.4,755.2,0.4,,,,,,,,,,,,,,,
,,,,,,,,32.4,46.7,7,10.34126800000000,123.94159000000000,54.00000000000001,0.05,0.07,2083.40,21.67,38.54,200,22,20
